Medical Code,Cost
88200,372.23
9144R,483.01
4487G,228.48
9451H,267.64
63610,411.88
16933,236.57
6684Z,362.16
60494,193.17
19920,2433.14
12540,4908.94
23739,142.05
33152,499.79
8972O,8561.75
11102,4616.57
51150,319.35
6260O,302.09
65568,262.76
58555,9261.31
12017,140.76
33487,460.06
8944Q,417.91
4216Q,386.82
8524D,254.51
55883,7931.31
18906,413.07
40625,9947.89
1134R,248.72
86081,102.27
16021,360.82
7013V,326.33
17570,8892.57
9546S,5648.56
1200G,120.54
9122Z,69.19
2374G,161.72
59890,139.26
45827,5747.6
96975,5560.09
6001T,108.3
9006M,490.51
51651,5944.45
55868,260.3
6552W,389.83
94325,192.09
70587,234.88
97509,100.01
4810B,136.81
31070,5028.79
5805I,65.73
70031,344.65
88193,8180.96
34376,318.63
30258,72.08
5922Q,311.84
1964M,7046.69
38098,2177.22
9307M,268.42
5870P,472.67
32767,6922.95
83602,157.37
2736A,2440.6
77241,3769.27
98231,4134.62
4188G,1918.0
3215P,152.61
3863A,7908.09
8180M,8507.82
6040S,134.5
67612,1885.84
4418I,179.52
2457D,107.58
7899V,348.71
82338,235.31
1695D,202.35
1254F,408.02
27026,3452.27
29506,1061.43
9712Z,190.03
9872R,2538.46
3832C,7165.85
61202,340.64
2059K,272.17
82439,4221.68
4299E,198.91
9673Q,9454.5
51141,173.21
9311Y,4993.41
10487,294.85
89194,479.67
7088A,488.77
2068M,211.29
29578,3738.62
41142,7630.82
4002E,4340.24
9197B,410.78
2127D,446.09
3368A,115.89
29855,399.94
1836B,1126.86
72844,61.64
38722,336.56
4463A,402.94
39870,9850.0
88534,3054.24
5745Y,8837.66
9016U,473.03
1724G,187.44
26204,8788.61
40472,9865.07
79647,670.56
41834,225.36
16947,2281.26
10828,321.98
6595I,389.54
2071Z,158.1
96146,114.34
26115,152.73
69670,84.32
81511,4234.56
6777I,1721.93
2698Z,426.07
4084Z,78.62
5190J,421.12
71653,472.86
47216,379.85
6712Q,448.78
84128,5037.18
8987T,92.63
56491,8760.13
4954K,2756.52
65400,7226.02
99332,9359.48
4490I,61.72
9333D,393.43
23724,176.63
7346H,323.54
49995,5748.62
6758E,469.97
9594V,198.24
2037Z,3960.07
51317,441.34
4128L,377.03
5519Z,442.5
9638Q,2835.8
63098,7042.54
3051L,454.54
39848,340.62
5794P,293.19
3252B,8229.64
4773Y,222.94
4180W,6126.2
83828,127.47
22291,77.88
8251G,133.26
73859,9295.12
75282,104.93
6451S,214.44
7627H,447.24
92190,179.16
64145,6069.23
3000B,63.31
7509Z,6071.86
2576J,1998.94
5952H,100.75
5799P,431.33
2902P,714.05
7902N,484.54
72861,9200.97
90360,283.39
65896,149.27
47590,291.0
7128X,61.1
5617J,175.02
6103K,9293.83
83090,123.79
56948,287.83
5087B,429.01
6516I,427.05
91355,352.52
1012E,151.88
9942R,463.85
8907Q,65.42
5975G,314.78
46392,271.55
8461K,349.45
44126,3254.68
9182N,358.18
2706V,301.32
2822W,3401.0
2717L,449.02
3722F,491.08
1456H,429.22
8687W,278.73
2710Z,77.61
4153Y,9979.61
11188,284.35
1827P,7936.59
47594,375.56
3642F,5434.2
4352S,157.43
79095,9453.78
1976P,8906.19
3503F,439.7
9604U,2495.7
3869I,6186.28
4192T,4462.59
44270,399.86
13937,113.4
1010C,438.8
64881,372.33
2051X,307.46
78954,7416.37
1801H,9111.07
61763,413.9
2599G,383.74
5858O,236.87
1262X,160.17
2030E,370.78
97315,220.0
92131,314.74
79817,338.64
45795,370.95
8753L,452.92
28479,7834.27
55460,99.41
41980,185.78
18146,434.61
6458V,463.09
10012,309.64
61654,342.95
4098F,66.23
3017Z,314.12
84708,1999.83
93078,354.0
89988,354.28
6954C,98.21
35768,382.69
6238P,483.06
6374X,452.08
30518,404.74
9343G,8680.05
4830W,2513.65
7767M,67.35
23270,7756.79
8028D,100.99
7758F,7327.0
2175X,82.72
3229V,2284.92
7029U,4127.4
34789,51.97
6202H,398.86
8118P,258.03
86108,227.01
3362D,443.64
93299,360.03
77001,265.01
49104,163.21
46819,121.7
7704X,311.12
6205Y,335.97
54055,113.61
1916Y,213.71
3850U,382.24
85532,1640.09
6978T,177.45
9267N,143.61
29968,483.24
65056,9266.04
81456,7698.24
4721I,332.72
4490M,207.44
84373,374.83
67245,144.21
9994B,462.81
73256,3995.97
92331,360.34
65104,484.02
52043,335.62
68395,494.7
91192,174.44
2173W,224.35
2804O,353.79
1364U,231.59
2470Q,328.08
7385V,133.98
10863,6517.15
83576,268.66
51154,418.0
71331,4912.3
8546S,304.26
5898E,447.95
4985J,419.25
1759J,79.17
1640J,7946.57
58533,305.94
53234,220.81
9344G,129.44
9658E,414.83
58068,355.17
23772,252.48
6548M,439.13
9377J,476.08
2819Z,2269.69
29707,474.48
89643,364.06
4755F,57.6
90228,133.55
7585W,298.67
3623M,241.75
7046W,430.81
1849L,65.93
65891,386.59
12604,364.65
83555,476.69
7621B,186.26
28470,335.85
3575C,159.37
23640,275.68
88390,299.51
2757B,274.97
7518Z,8218.93
49836,491.61
38175,220.9
21634,135.18
27898,100.33
96988,337.63
16387,3446.86
70331,258.1
13059,205.93
33979,7425.81
6063T,365.79
8174O,3697.93
80749,9881.77
8256S,294.39
2129N,62.14
7826R,2116.92
9621K,91.87
4404J,4379.27
8923F,256.8
40072,358.47
64936,4148.01
2090R,200.58
8763M,397.21
5655T,118.75
4744H,108.24
33878,420.07
5337O,206.37
4084U,496.63
67613,473.36
77291,429.28
56489,630.49
4088K,370.74
48175,183.72
6767I,399.64
36845,407.76
5675B,67.28
5741I,313.16
2002F,411.35
3319P,9417.0
30877,70.44
93544,92.67
52337,70.34
4877A,388.31
6945F,295.5
1613C,52.65
6861N,4610.07
15178,182.91
98977,381.4
5893H,363.76
9029P,166.71
8188X,147.97
4615H,415.07
81392,3716.98
7128C,336.7
4444M,375.01
58916,255.94
14547,8430.16
70179,2007.74
7391B,852.96
3162C,452.74
30138,65.56
8681A,347.6
43583,497.21
21318,376.0
4986C,93.95
8337N,86.32
27353,2484.37
22852,240.28
7988C,175.71
4586J,371.26
14140,348.37
93504,151.09
8223V,285.49
41775,471.14
59965,370.24
96384,191.17
74487,118.9
88597,461.15
4740O,380.74
5547F,328.24
8233B,9725.28
1779O,64.37
3239C,83.9
51528,477.1
99145,989.23
5252J,178.87
9069N,387.92
81485,249.43
2308L,160.19
4065K,1322.12
31387,84.16
1214C,356.48
2744X,6543.87
3380M,137.83
4479B,245.61
32470,219.07
10537,328.58
5557Z,9494.41
3792S,2128.3
7200K,461.53
38914,241.57
4066S,326.71
67082,4932.15
33251,430.15
9160Z,265.42
15106,9355.97
4733H,224.56
69952,4170.67
5204L,7308.98
78542,781.57
94816,455.91
73128,202.46
4277T,6857.98
78782,359.7
1607D,402.06
8224Q,235.82
20878,80.77
28669,117.45
98560,238.57
2755T,291.5
22873,199.54
7016M,499.01
84278,403.88
6028E,54.19
17896,305.61
5067B,322.63
2412N,425.15
4228G,288.95
68678,5860.52
93287,64.32
35578,233.85
65741,222.95
7163A,339.69
65065,328.26
6419P,4191.6
69978,59.53
7317Q,143.43
2074R,213.32
8293W,431.28
6336G,328.28
38478,5387.58
31884,375.98
79985,113.13
6245V,364.67
30788,142.65
58469,493.03
69657,3171.09
7911I,1292.78
1836T,7954.2
85495,161.13
1124M,196.28
8645C,274.07
47792,345.08
37521,279.73
50615,4809.66
7488J,453.96
15416,3712.63
5812C,170.93
2573D,160.54
6240G,377.43
8532Z,1891.96
24930,221.88
63343,425.71
35710,70.13
74968,308.17
6659D,384.02
51774,323.38
99199,286.88
96369,355.35
4234D,269.92
66090,84.33
76891,168.44
52853,4136.56
46917,171.08
6300M,277.17
67988,434.13
80530,480.32
8616H,218.09
79876,102.72
3261M,349.35
25430,352.74
1777O,1645.0
6634B,231.73
74649,351.59
9694T,3563.83
9897V,455.43
9195Q,256.42
7721N,359.0
2504W,440.77
2651V,128.63
6923I,9715.53
5933C,323.13
31786,143.7
14890,9259.0
6851M,8904.06
4447U,2569.09
6338D,452.16
83857,337.77
84575,169.45
9236S,2687.27
4805U,449.15
2131O,448.47
29654,451.96
4494I,237.23
2512E,480.73
72262,326.8
7066S,184.55
75267,451.41
93113,363.26
7972T,5739.03
2150X,249.78
3027P,316.75
2686M,6906.37
5866G,200.19
6598Q,8373.65
28389,58.54
2163Y,165.61
5480Y,427.97
40038,8555.02
32568,7974.09
9491V,263.74
35771,341.18
4037T,478.21
7654E,4109.56
98127,100.32
9546W,434.72
26688,369.42
10745,119.81
9122P,276.77
9902P,59.05
72541,381.0
5450S,164.18
37785,5858.95
4653M,6047.14
36968,7221.26
60220,453.84
1927R,464.61
2191J,257.56
6610Z,108.66
58038,453.06
21849,166.46
48813,407.87
9828B,392.48
27378,297.19
82300,386.55
7833X,318.1
80263,9981.15
9931G,344.26
7271N,115.27
36324,348.93
8339M,2155.58
4491L,111.16
87864,101.85
1078P,246.56
86311,233.46
87196,377.1
22899,393.93
23197,497.02
74820,137.0
42898,307.61
62327,292.69
9553M,9738.44
6333T,198.72
4673M,311.14
98111,276.93
7223Q,97.0
62234,285.34
8672G,321.07
10021,465.17
67745,310.24
3538M,422.05
65064,7341.79
99438,316.24
19137,4211.88
9799S,90.23
8977X,395.62
87920,75.17
2315D,133.12
9154Q,4238.71
5238R,330.24
73811,441.68
1980H,2183.55
13095,307.0
3133Q,371.3
61545,51.57
94764,456.53
9746P,224.25
77673,497.84
2901S,6719.69
8053M,462.93
77156,414.23
2152M,349.91
5469W,479.04
6078M,103.96
40531,7493.64
78168,146.6
4316G,153.96
37778,142.99
95819,5718.43
8835S,331.65
9369B,4119.77
4928G,276.27
5194R,88.16
5824H,56.1
5775U,8215.39
46177,54.7
92093,8069.4
9262O,94.84
72057,78.94
1696B,61.71
6188U,5199.84
85062,228.37
8942S,338.66
6919O,487.04
27071,368.77
60217,355.59
4109F,209.74
20969,8294.55
2753C,403.5
47319,262.68
9327P,61.08
90384,283.78
95215,107.5
56376,391.27
2597F,160.56
39501,352.41
68982,5039.58
85880,472.32
66302,3013.54
48077,6126.91
15216,8748.09
2132Z,495.78
48944,345.47
40634,78.31
27914,2762.72
13824,348.47
2465T,183.93
2511J,295.38
29330,280.18
3622V,4632.7
1728D,460.98
28601,265.5
61132,487.03
5523K,426.71
16744,149.68
9746G,223.45
60919,98.2
4287X,419.32
5480O,133.15
5339G,309.24
49672,6278.32
19081,446.24
6791I,469.12
9446X,136.67
6226V,9750.78
5750D,82.99
9591I,443.4
98172,2741.95
66652,4490.64
54423,8653.19
51463,7669.21
3634Y,388.57
6706O,116.4
56136,440.41
5844U,110.1
2850K,448.0
61256,2889.98
7169A,362.83
93260,202.35
39873,236.4
3202R,8677.45
40203,249.5
9944N,114.32
54920,8390.61
1269O,6722.5
23442,8555.0
6750R,282.39
1787T,389.45
7517G,3698.19
2438W,66.64
1854W,441.29
56455,152.54
3923H,121.55
3988J,4563.07
9794Y,463.41
5599K,264.51
8265I,141.27
7771W,178.21
5911H,400.39
8345C,204.65
20530,7840.48
28532,322.42
21494,9807.56
36598,264.7
53347,2103.19
9236C,158.45
5910Y,180.19
2606J,176.93
29368,7608.46
21517,388.93
17189,58.8
9595B,147.98
38069,4901.06
6733L,5682.44
2955V,5480.22
25588,1103.84
4315X,399.85
46309,9985.14
9225K,8429.84
2378Y,202.48
1245S,215.87
9923O,335.72
43100,70.15
5888Z,489.84
90162,124.34
9118M,337.08
5399L,153.29
47354,156.34
4042O,362.99
6323J,56.21
1731Z,6399.46
36101,124.23
7765C,4871.04
6409U,50.14
1099Z,257.98
46039,7935.53
14411,4735.49
56115,490.7
99906,118.09
3461K,85.74
11378,128.75
25286,304.67
88542,117.49
5129O,336.67
2794F,263.04
8197Z,53.6
6823J,120.78
6488W,137.07
5065F,245.98
25130,371.7
65506,455.99
78154,361.54
77565,331.45
1475U,445.74
66430,490.82
16729,290.3
3982M,4820.04
3535G,163.39
56862,128.0
54757,5605.95
20893,414.34
62335,423.17
59121,385.96
98656,353.08
82326,2889.72
7170Z,109.82
2807F,330.93
55461,344.91
6011P,212.28
66269,191.6
1437Z,2361.66
6009F,1194.6
38981,1532.76
5893C,63.82
6670B,221.17
5995I,7637.17
9756W,68.88
62177,439.83
2412Y,9503.17
7491M,160.59
7487B,470.57
93793,110.93
66684,477.91
91468,78.43
6417D,285.87
7950H,269.27
5572T,63.56
15402,112.79
99946,118.23
92469,493.8
3759I,458.49
44378,242.16
6238Z,416.43
31837,246.32
94690,122.21
8278W,192.4
7529B,56.73
1118S,166.66
3400W,176.67
86338,134.05
6936U,287.37
7262A,234.99
5816N,86.36
24899,119.12
48519,223.52
20424,354.29
2015X,317.47
34214,388.27
2921C,7861.34
27100,1092.92
8138X,56.68
75390,1029.06
43360,248.56
12197,966.79
7103F,2153.76
6598C,337.02
92287,446.16
87550,324.91
7349S,200.66
96072,330.39
89623,278.46
6068W,119.18
17106,5389.3
67813,105.82
86791,220.82
1242J,446.57
22159,163.19
6990D,446.11
9307P,111.27
2538Y,113.49
4054V,344.46
20562,1490.51
99395,330.59
71719,238.92
1808M,163.94
82653,65.58
8556B,990.4
3647V,198.66
8712L,5636.64
71730,353.26
58375,145.77
47464,4615.36
7085I,204.21
9417D,4026.5
48076,5991.66
5081G,6413.12
1711L,4240.98
91052,375.65
59609,404.64
9320E,314.27
5734N,328.9
39337,187.18
3468E,1333.6
56968,338.04
6746T,488.53
3996M,356.87
54774,451.08
2570N,488.68
4756J,4926.67
9503M,161.08
8942W,201.11
68285,563.9
1113W,124.51
80139,256.99
45179,55.37
35120,183.78
12457,2964.2
15210,198.37
70339,272.31
60650,245.13
65994,372.91
47603,365.33
4949W,374.96
51440,291.26
80868,5801.23
9197I,412.86
5628A,239.05
29932,198.19
2549D,161.31
4159W,1901.05
13128,485.46
46118,9114.19
88302,243.47
13247,7978.2
12870,432.79
35713,3510.19
11962,235.15
5486U,197.99
8356W,392.5
9443D,333.77
60924,137.44
4530G,2300.48
95383,231.06
4112H,56.64
63946,1290.78
89884,65.12
67119,4679.49
77150,404.45
8404M,189.2
6208W,120.47
7000R,411.87
72661,453.97
35327,90.53
28752,403.45
7634U,1225.09
3221I,195.74
82188,3942.71
93166,68.78
25759,7897.67
99141,487.2
1398N,454.09
97878,123.32
2591E,319.76
5145W,3874.48
22262,351.65
3451C,353.27
9490G,4754.36
29076,6515.95
46815,7614.59
7092S,492.9
26619,1727.74
43029,329.59
2788N,3420.14
66343,397.27
6659K,386.71
13498,264.45
4061O,380.48
89280,261.53
3357T,140.49
78892,117.61
17240,99.4
32445,6492.5
27285,306.64
6950P,293.27
45896,330.19
76739,90.24
5969Y,180.72
48309,486.63
36238,98.86
79053,2311.56
25234,6153.61
43966,2222.52
7742K,335.61
94364,496.2
93927,329.46
9464K,343.55
46951,413.25
56675,421.12
8754W,6648.67
99088,8510.91
55027,359.38
3972C,400.27
89255,6187.7
4954E,9776.87
4665S,3983.08
3848F,274.71
6837X,306.27
4114I,111.55
66711,4787.46
96422,426.62
3004W,402.38
1427S,202.67
5249Z,479.39
97209,2791.75
23661,80.06
85892,337.11
1530O,113.19
92635,111.82
89702,162.72
5021R,55.51
4321G,348.41
86976,398.25
3127W,83.42
3158A,119.03
2881N,5136.11
8035C,107.19
80379,146.18
8669W,437.36
9506D,238.25
4059L,199.19
2754H,414.34
61420,5330.34
93938,135.78
3751X,8219.98
6854A,531.58
9290H,4288.13
66026,138.23
80717,7419.29
49045,477.5
6994H,182.91
58850,462.49
33576,283.73
8530H,257.34
23877,302.08
6233D,235.0
67047,425.57
7893L,151.14
9405X,380.48
3711B,1907.25
21714,133.06
46621,290.01
51583,330.57
50333,401.9
96421,54.81
6705P,406.1
2951U,7631.57
21136,158.82
57330,274.75
68228,489.43
3737B,431.96
90571,292.53
5810W,1397.49
8092A,198.78
33584,229.43
40815,133.29
1485K,253.71
98467,144.72
3900O,289.85
62711,242.42
12475,3242.59
2769K,195.2
8129C,480.27
9510E,397.0
38042,65.49
4757X,95.59
63436,8194.54
79267,230.55
21006,323.64
32105,8516.33
18508,1924.46
47665,57.32
1468V,1250.6
4156O,5246.17
7001O,149.09
97672,52.74
7300Q,363.22
9605J,210.99
29954,303.24
60823,100.85
48749,206.83
1520Y,196.26
3382T,333.33
87563,5109.17
77155,228.81
42756,199.57
54289,6543.73
59601,52.15
50239,430.33
9047T,183.66
7811D,78.02
5219M,7662.38
5277R,303.49
9494C,418.93
36742,310.15
77841,287.67
93324,738.93
49099,295.53
9482I,9314.25
9597E,441.05
84193,95.73
4274Y,391.16
2146S,2234.5
3948H,262.17
7976H,95.69
7208P,6476.84
2438P,2784.53
8638Y,203.74
2969K,261.3
7138E,59.05
1689N,452.93
2538I,243.29
4305G,284.21
32000,1224.37
9230U,267.82
5165T,170.04
94313,3761.99
8534K,79.39
2252D,1141.11
27508,126.32
1325H,62.34
6044W,163.25
27698,182.95
9460V,451.56
38656,313.12
9022K,904.32
11381,290.06
1277F,492.21
87806,7046.17
1445W,6566.29
60241,298.3
7365S,318.66
99047,5851.91
82967,155.53
7002Y,451.87
93003,62.8
4697T,410.47
8069F,463.62
3993B,105.95
91839,6507.08
3683N,5355.42
1523T,197.74
32792,258.99
94071,310.83
9116A,137.7
5836C,215.21
4204G,98.25
64852,151.88
90271,158.74
3022X,200.73
69417,241.51
4510V,280.91
12207,189.0
95948,207.54
3912R,324.33
3145B,182.45
51910,410.61
8493U,3728.73
64953,259.56
8339K,266.04
56990,427.92
7777D,5555.28
22030,469.58
87521,408.56
6946H,349.54
1404G,146.44
7740Y,141.18
87245,494.05
9094L,288.07
84857,92.66
5601G,299.65
46357,150.62
43363,317.98
7601I,5107.66
6917R,374.95
3575W,191.91
53636,103.09
2187T,472.18
6270M,50.55
1566L,307.24
29668,266.65
5785X,69.96
45176,496.52
38741,2708.08
25138,405.6
8691E,280.46
3558T,447.2
4999X,438.54
8302P,1091.4
46643,300.04
65176,8133.68
65282,437.57
3174P,4529.07
1118Y,317.55
8671A,312.17
39102,200.1
8368U,5881.5
2570Y,134.7
44218,228.89
2549Z,310.49
9916V,4537.9
1174F,132.15
48296,365.97
56456,93.72
90743,414.34
64834,487.96
85348,2665.5
1759H,239.15
4161A,278.58
23481,314.95
7378V,59.56
65100,156.32
47509,288.88
7235D,390.16
98058,60.04
3819W,386.56
4921U,150.61
14266,5685.23
4328A,123.21
7467O,2057.11
80176,245.86
4869G,356.33
4539L,1941.95
54486,473.27
2985Z,103.72
43339,329.48
5931K,2162.25
16423,491.69
44852,351.21
22562,430.45
77107,263.13
5158J,161.25
6864W,81.02
2745O,1043.11
27289,445.71
6506W,442.12
3200O,201.99
15780,373.05
90984,155.07
1598J,179.97
2797Y,414.21
49489,238.34
82899,154.86
8282S,339.79
38518,7937.91
29308,292.79
8104S,267.72
4405O,245.78
4667T,245.31
67842,182.39
6444H,208.32
7278X,447.77
6860P,9668.29
3592J,351.92
58005,6012.4
66414,212.51
53068,484.0
9669R,147.16
70759,4848.24
39949,215.96
25388,343.16
49882,9220.27
8048L,140.38
9702L,497.01
79743,496.32
8160Z,206.06
8480Z,348.81
45656,273.27
9824I,206.86
69439,107.72
42892,7205.94
2566G,467.7
4912J,419.99
6245P,258.73
85189,293.25
5164Y,296.48
7408A,5187.37
2362L,88.29
5222N,6344.09
8131T,195.85
51938,369.17
1420E,377.77
23814,114.95
92944,4586.85
85173,8330.06
53718,1214.52
57224,383.98
7205B,5153.71
5981U,4637.92
36747,186.79
68616,302.54
3648D,376.43
6160G,121.46
4665C,386.56
1288U,168.65
25044,286.14
1464K,147.33
1342S,314.35
88912,165.29
7283L,407.71
2085I,283.03
5992V,233.73
5312O,1145.06
7140F,341.54
36015,281.8
7266R,1203.02
5515K,266.65
63032,6442.89
5763P,196.35
26182,298.98
41659,2917.4
7861B,393.09
66101,354.92
7310H,7308.37
5870X,438.41
31486,423.81
2752S,90.31
1010F,307.54
38198,312.97
2563C,188.02
82551,3089.46
18462,3740.33
21169,306.04
4543T,8667.24
60297,149.46
5515P,414.53
6275E,496.28
6009T,181.03
11533,485.02
84616,303.5
43553,170.37
59412,91.93
2574P,7871.05
57626,6006.76
1136L,490.73
5141B,306.64
13270,81.94
8097M,1390.2
24437,437.4
4427S,199.91
3766X,67.28
3746A,120.4
20367,441.74
37124,132.88
81806,2879.81
9651L,324.71
4786M,278.62
6428T,221.64
6615F,379.09
84156,201.5
8101T,302.37
6069K,274.98
92933,145.19
4195F,7055.12
5912G,85.25
78979,298.6
58092,294.0
1768Q,367.35
4114V,406.08
88695,303.91
8021I,399.77
78041,388.81
56879,7486.36
71889,64.96
83344,221.62
6023C,232.92
1062U,92.58
5760P,131.85
62839,103.07
3759N,8297.41
48886,1663.2
62369,345.47
74304,430.79
5032O,3522.49
9388N,2943.59
2821Q,436.89
14471,3262.93
27443,2844.14
45243,281.73
6353W,1185.03
22095,372.18
19524,83.98
2052O,425.78
73613,80.84
8392S,323.58
64753,114.92
88701,487.57
49246,4305.51
1154M,112.61
47821,230.26
2678H,195.95
85224,169.96
6877Q,4372.59
8150Z,410.13
70984,88.4
11727,6363.47
81271,403.94
9637W,566.91
77276,684.8
48657,428.3
54373,373.84
73852,396.91
6278Q,336.2
55718,7950.78
2861E,383.53
8962K,297.12
2328D,402.47
3678P,1622.57
4698G,483.2
4904K,190.13
74976,339.03
88808,3971.42
25359,163.02
9451O,139.98
7135K,303.71
38153,228.42
4742Z,1287.26
7170S,2777.29
37135,375.39
63548,127.08
6182U,395.33
9298A,225.25
98512,6207.02
1853I,9260.32
1361I,286.38
24531,2078.24
8062G,109.07
18925,405.91
6726I,438.65
71566,432.56
10335,137.07
99622,95.94
49291,233.14
73427,408.69
73776,3800.94
78547,442.74
6461M,5644.05
1694B,293.8
3223K,482.74
26767,383.01
17583,6030.29
6186K,82.36
9747P,300.67
8235H,207.63
9620P,336.6
16055,6794.14
6548P,132.16
25900,9510.53
8269Q,192.78
1728Y,316.65
62583,7924.35
13091,112.42
10625,51.69
81650,6004.71
1648U,4406.44
12645,388.31
72874,265.81
10001,3028.79
21406,114.08
99591,277.21
72980,344.16
55912,4980.29
4067B,313.76
72215,248.52
42338,3530.62
36219,147.21
85549,121.17
58377,8938.96
7947A,138.6
83282,497.25
4392X,3691.23
7212M,427.04
74051,115.12
32283,425.0
82956,277.54
62612,69.88
9880S,98.94
96256,275.54
82999,489.09
5076J,193.51
8999L,79.67
4164W,158.53
54461,6223.59
23095,281.44
6621O,375.71
6007J,305.85
5973V,5541.3
4974Z,3161.85
80289,2256.0
3216K,489.35
50688,445.97
3537Y,90.53
73731,9565.71
7375C,355.83
9470A,342.66
9342F,6841.12
39632,339.46
66596,301.56
63226,7404.09
8638T,204.1
53931,2375.89
15840,2639.38
2039P,358.17
8273H,7022.13
9018R,6101.3
7103N,1619.54
49952,5855.66
56173,102.15
55607,475.18
32417,418.77
6817B,1070.69
43194,9113.25
4132M,342.53
2766S,433.07
42899,178.23
9538M,128.34
88689,3611.88
92044,188.64
9593B,185.6
5382F,230.94
71690,313.48
13993,53.64
58170,5006.38
7213Z,441.18
1979K,327.32
45047,6468.16
59628,207.7
92001,159.79
1828P,3557.4
3606R,4649.3
2651E,222.06
73824,5696.46
6168Y,481.58
7860F,469.75
84134,346.49
1634I,462.49
8550D,409.18
7673U,346.6
74655,1218.98
2711Z,4451.52
94291,398.89
89550,1753.68
8176G,4634.73
7150P,160.31
29447,132.0
28376,302.62
3937O,74.78
4583Q,468.2
5400G,1207.92
94766,91.41
32943,257.3
9849V,248.04
9078C,340.48
3027U,218.3
86888,398.47
92008,232.52
33784,7556.66
51177,353.28
4042G,200.89
6430Z,341.7
77593,244.25
21022,1485.13
44844,466.24
8284V,239.07
35240,8066.53
1152B,355.56
5775T,173.34
9017Q,126.52
25517,138.45
46390,7303.25
1488E,499.78
31605,235.81
8398O,1945.7
57834,2363.5
8386V,317.66
22719,9749.87
1991Q,234.94
48158,3430.93
60048,297.1
95924,469.73
7230J,400.19
8423O,320.06
5298C,916.12
3038I,5296.76
1571X,2532.99
68837,193.94
88213,200.79
6921S,276.26
57928,6583.63
3348W,395.61
5288O,480.06
7602B,9861.55
96765,344.81
55624,401.48
4191O,449.34
1952X,3058.59
4293T,1085.08
69125,266.3
6245U,325.04
8575N,445.79
92019,174.89
8429G,413.1
2734G,6283.19
94441,108.54
4303J,270.59
1137X,431.71
21138,454.07
31266,106.76
92926,367.99
37843,411.87
7769Q,4686.61
2735G,113.76
11132,416.28
83245,131.68
9950L,402.53
89758,4971.65
1423L,277.05
5952A,316.98
47143,187.84
7033T,142.56
13082,297.57
7100L,8987.33
2034S,135.63
8738G,342.43
7739M,424.9
4154T,135.44
6159H,174.86
8770Y,405.69
83580,522.41
6523B,247.4
32472,213.72
3988M,71.76
27501,152.1
1876Y,8664.87
5177M,158.0
4160T,397.05
3246H,285.79
80032,482.62
3755H,3610.03
99458,199.11
1647D,8160.97
55561,5149.79
3617Z,72.94
87832,101.26
9239X,66.02
93448,452.56
6616Y,265.23
4656J,8855.09
3428V,238.95
6360S,7209.95
56133,271.54
76334,300.97
7661B,1344.82
4411S,2062.18
96797,112.65
31522,106.8
9082E,147.22
2842H,434.86
44582,139.66
64615,276.54
74491,329.1
8113G,385.68
80880,2715.48
43206,244.73
7791N,182.59
1165L,3931.72
3339L,188.47
74924,70.71
55992,5869.5
8996A,7394.58
51194,335.23
7535O,479.05
2435H,378.67
8316J,304.05
25221,405.93
9778K,507.69
52892,191.25
6480Y,242.63
2441B,115.29
8763H,5721.41
5001E,1719.49
81938,445.28
5050V,7739.61
69886,183.86
72685,293.41
6385D,7255.01
7444L,499.23
4494E,453.47
83979,307.25
6133N,69.61
11511,134.5
88370,405.81
4913J,8633.5
4240Q,155.56
56388,116.35
1033Y,377.01
77646,9161.33
68929,358.57
25491,409.33
2141V,475.0
6872V,465.93
11209,204.4
3652H,391.3
62204,159.21
6577J,344.48
5813W,468.08
8964P,3994.84
3605E,367.06
5131N,403.94
7102O,272.94
53953,281.09
78792,461.68
30595,314.92
4927P,299.23
4925K,437.69
24493,332.5
95076,2840.38
7733B,6197.52
1573R,321.9
26455,204.7
6392U,9488.41
4010E,67.67
70770,118.76
2980Q,221.67
1786W,85.02
1541Y,115.25
6650D,458.75
3634E,65.13
12398,372.41
6017Y,6155.02
82470,272.71
7196T,378.08
11668,239.35
83612,164.04
81625,8681.73
83542,780.39
43878,216.28
81906,293.19
5147U,275.89
5497Z,5784.08
96332,392.96
82708,284.42
67516,9628.97
5084O,1436.37
4144M,358.43
1000Z,358.2
8291Z,375.71
22106,318.72
1244F,417.88
1402I,468.06
7408O,767.1
4783M,341.39
20195,179.08
6126U,1096.61
91924,57.6
27364,258.35
64204,8053.98
7742Z,97.91
50481,5289.5
62496,9658.21
2089J,191.89
70900,319.16
58685,5475.09
8329I,4195.88
9112L,268.82
5302T,76.54
31543,257.4
3302N,254.99
13846,443.02
25642,235.95
13211,270.95
12188,320.78
13769,377.3
2519A,361.96
8944L,144.32
7593C,456.41
55804,5883.15
3010O,487.48
9459N,126.39
6968M,411.69
6893I,226.97
51104,179.96
3611W,154.81
56943,54.83
8385C,211.88
3148M,117.58
8975K,419.8
2194T,490.21
41414,9068.97
3690Y,450.1
1946M,8747.07
6156Z,303.3
46620,8818.81
6082K,241.8
89940,618.34
56083,355.33
6251F,395.04
85700,62.35
46525,260.54
5556F,373.99
1035Y,356.47
61032,66.93
89158,336.85
6057P,377.8
9753Z,8896.71
2128B,9489.17
47613,457.69
3603Y,8199.02
7454E,173.24
3592H,196.57
21374,147.01
72278,424.94
9219C,424.86
6228F,1084.23
7754U,111.52
7388J,97.39
66768,463.56
5787J,369.03
28080,201.02
5130Y,56.97
