Medical Code,Cost
9690N,430.14
10566,188.43
5519Y,7023.96
16002,271.08
4930I,2362.36
26659,271.34
4601Q,372.89
98049,207.23
26246,255.3
12097,289.21
5261Q,74.48
11598,319.59
59219,7918.01
9413I,453.63
4130A,214.63
3384U,1057.07
41369,71.82
3925W,228.66
5862R,115.33
5669U,161.18
25448,5621.55
91025,181.57
6124K,2399.36
33433,341.49
49502,187.95
37827,204.77
3981L,429.7
3235I,5624.93
5957R,349.77
39390,2921.82
2916H,1530.63
22903,5352.04
6358K,366.73
5190Y,435.51
34933,281.44
7639J,491.41
21070,1981.04
16785,6639.33
19452,273.23
2690Q,239.86
12917,72.58
2692F,275.46
27776,221.96
6334V,378.7
7913F,202.12
3541U,326.35
9924D,3818.1
6296Q,6787.05
32211,557.62
15214,3889.72
32533,269.65
54138,173.68
22014,282.4
64771,284.73
7042C,385.69
7247F,340.29
3642Z,333.92
4818I,341.12
2917N,2183.98
7623B,72.46
47187,366.15
1146P,8962.17
2314G,361.87
2843J,425.84
45472,442.38
76301,144.83
5755A,2854.38
69393,226.97
9765L,3980.29
88280,318.36
9651G,145.9
89318,8806.6
85715,492.02
7367K,333.17
57821,311.36
2188A,955.15
98522,140.29
5797I,4674.78
88873,316.23
27943,2375.59
8328P,374.64
97263,9670.12
71529,334.32
89661,318.38
6999Y,448.6
43627,5704.83
34577,4874.02
5842I,333.0
39804,6972.57
41483,326.22
3271I,1862.69
2577L,442.19
4243O,9742.2
3059Q,117.83
6550M,399.67
97933,311.52
3756A,388.72
7879W,299.39
6452C,276.03
6265B,463.79
2600D,1907.87
39254,9952.84
5704W,293.46
7570A,449.4
17485,87.69
7603I,3414.04
1130R,61.92
3890U,264.28
4955C,70.48
5360G,391.69
15476,464.78
94619,188.1
9698M,9349.45
2393G,6179.27
4667D,76.2
3368Z,1588.35
69299,64.72
21938,203.9
1156Z,280.31
3335B,412.8
9302F,188.54
7739E,6869.75
32501,407.41
4522D,225.7
4249C,496.52
86779,391.61
86125,327.16
48756,378.96
59530,400.7
50062,213.44
5047I,168.35
4185O,106.44
3881M,330.56
89135,6899.26
62090,9104.82
13578,50.74
92399,63.24
5106X,122.04
4947E,170.97
1989P,361.69
61602,495.31
4690H,467.93
82463,9697.04
4149T,1564.61
7827Y,438.85
7507U,434.8
1573J,151.44
7291X,380.26
2584T,2742.93
8655B,95.53
54742,2401.96
7612H,334.68
2872V,434.64
5725H,4848.85
4997V,222.94
6763I,262.0
61300,460.78
44497,7146.56
8992T,192.21
22581,1155.33
37920,143.19
1181B,318.94
1206A,1695.76
4715O,2130.49
9291O,438.09
34813,9466.16
99674,150.99
9006Q,436.82
5585N,232.7
48386,437.19
44165,330.48
7146A,7790.97
8256A,61.07
5016Q,434.64
9481Z,468.86
20727,155.2
86002,147.99
5617K,181.07
68672,397.37
83091,189.67
38209,353.8
44879,272.91
9478F,140.93
10038,53.48
6081A,107.87
88968,489.29
60082,375.47
60316,139.21
2535D,53.89
2669J,142.71
7158N,147.93
5797K,285.87
2573S,310.73
87424,6623.49
6914H,6043.46
2856Z,8205.16
98417,420.61
69287,489.89
9563P,130.37
76194,225.58
45070,199.49
79945,5301.84
68550,70.86
1696M,434.57
9798N,7162.63
11744,421.7
54383,163.52
97981,5646.05
3483E,431.38
90719,114.04
7544T,205.71
9328Z,186.48
4095W,234.25
4840S,64.36
59655,9495.41
4815Q,4767.89
13204,319.82
9031L,167.29
82090,347.87
33872,7610.37
5109G,283.84
8848E,192.49
60532,428.51
3985Q,174.41
3883I,143.15
20610,2475.26
3812Q,293.57
8088N,136.94
74751,8106.29
9791U,8454.68
8386R,7650.42
72126,274.29
2094X,2798.25
6876M,7239.12
76980,1316.6
4592A,287.72
3740T,4124.85
5957D,867.51
7848X,123.73
6302C,573.59
81310,461.49
9488Y,456.61
88495,339.53
1911T,363.94
7360U,120.71
8565G,8461.39
2985Q,2108.7
1395U,93.84
7319W,357.31
26424,402.83
59345,252.95
2642Q,2445.31
46318,297.64
53458,1304.83
3366Q,304.14
8127M,376.19
45697,213.71
67306,9769.67
32203,4118.64
1056D,174.49
92231,219.78
92138,242.45
39670,888.04
8658B,4453.35
16529,297.03
74656,54.93
19587,460.35
7752I,197.28
8711S,238.05
2518R,415.45
47313,6821.88
83321,119.14
57809,8348.91
10802,4490.97
4384B,262.66
6040D,319.06
6810A,250.61
2700E,3686.77
3539Z,4414.43
98533,417.96
9050T,101.66
19236,219.32
7344S,228.04
51747,456.31
87023,370.96
26684,66.77
9919H,6127.24
2789X,404.33
9271V,66.1
1228J,202.71
1556S,319.88
17380,64.07
81681,300.93
78454,414.67
57175,7089.51
4684Q,1620.24
2741L,363.97
9016H,298.2
46518,5763.46
6743E,415.3
4870B,466.88
37031,9854.25
14269,4085.74
7227R,3747.37
1723G,202.64
3009A,366.26
43676,7036.71
56430,4723.87
52354,408.93
3343V,369.33
13884,4605.6
1204B,225.23
1347J,416.07
6584Q,463.65
20791,344.29
9556M,236.08
13639,457.85
3406I,457.58
6370I,425.09
71846,594.83
7091V,6606.58
8315S,304.64
11458,251.52
26583,230.03
65462,176.92
9698R,242.42
16977,251.34
4643Q,346.35
75388,334.29
93975,252.62
46584,409.68
3192V,316.07
7420D,494.16
75781,2706.61
1765S,358.9
3509T,413.16
1617O,236.81
3137Q,173.92
94440,7563.63
9730I,195.48
82905,192.87
42302,416.11
8769Q,455.63
97294,417.38
6879T,91.36
28399,4613.99
1070W,359.42
77577,342.65
13426,195.72
64140,110.3
45731,186.16
45798,8926.0
16044,182.42
7820O,8000.36
43438,2632.1
55047,204.13
89445,488.91
40034,56.59
5031X,375.37
58666,458.93
6296W,170.32
5322U,217.39
2201O,3922.04
37316,903.44
71281,229.93
2764C,183.28
92439,393.76
10378,344.21
9244Z,251.69
2495K,310.53
4721D,159.25
65179,344.89
7518K,219.83
1837R,210.1
89747,8842.02
1899M,6088.88
23385,76.26
6491G,994.26
30957,377.17
37924,259.17
22683,163.18
5476K,122.26
1452R,271.77
70053,219.7
77038,3699.7
6559R,204.09
3864P,186.26
3222F,2766.2
7074E,135.07
8803I,174.48
7667Y,268.24
4720U,243.03
30740,366.59
41000,196.48
5482E,134.55
5263G,1042.8
79169,80.22
55428,268.7
3019C,279.94
4118K,356.2
80031,465.28
63257,5404.17
13440,179.9
8868W,124.35
4819A,54.58
8719P,1724.77
88192,60.81
3558S,7370.44
1462F,4564.22
3834I,89.93
98100,149.72
45188,7147.02
1589T,341.23
7594K,95.33
79294,415.72
41016,256.85
8143P,181.92
77951,238.67
7717D,210.1
29044,8664.52
9240I,122.67
21850,118.77
20402,315.21
22134,436.42
11869,338.26
89301,94.84
2681V,382.42
7657A,341.64
36516,159.19
3502O,451.3
5325J,478.65
5389B,77.6
44767,4656.42
8050D,341.46
90023,96.71
5406W,465.16
79695,231.72
3293E,278.37
80396,330.06
51836,51.21
1708H,9928.65
5511L,445.55
3693S,271.77
2214H,6922.92
63760,397.42
2746X,150.28
9610Z,292.67
9295H,175.73
24990,461.78
52821,486.29
4693U,342.3
58885,68.5
6790G,283.72
9547G,367.65
1425O,9205.99
9849D,286.55
64837,300.23
4403M,268.9
66054,411.76
4194S,386.17
7315C,269.99
4043L,362.53
58269,242.52
12365,2342.52
9938T,411.98
9278Q,150.08
37793,4769.56
8271O,101.47
55089,145.78
97783,223.37
55966,422.63
37467,308.72
9010F,229.53
39864,296.25
4989D,67.51
8586L,476.87
8172Z,8198.58
2919D,203.11
74495,1997.82
42037,201.06
48480,166.18
2682R,195.79
6120O,297.1
60319,392.23
8275I,431.02
5597C,90.84
7167P,172.85
4118M,422.75
2547I,6443.49
63324,289.27
87442,305.2
3088Z,75.71
1201S,156.07
34147,6766.76
67304,148.77
8054R,373.98
87541,387.6
61147,239.18
55777,227.4
9653C,106.99
81422,157.53
2466O,6401.07
9245B,346.31
2663I,365.63
9086O,258.6
45836,257.98
5228F,229.28
7662B,2332.7
8316Z,434.03
35762,135.1
9270Y,666.76
53192,89.23
9496N,1397.49
7848I,454.56
77049,364.45
3162P,103.95
4119G,497.18
63101,465.14
24544,116.86
17818,6112.11
8439S,410.15
15419,137.88
40010,6891.18
6311L,78.82
5138V,711.56
9384X,840.0
2140G,270.34
8248D,240.78
9895Z,79.52
9685Y,8765.35
7619O,392.26
56992,164.29
53277,202.82
1961D,7316.68
4144D,9981.51
92773,2225.85
90674,204.32
5227Y,7189.18
1017W,6469.57
4805I,478.96
3610U,91.15
25209,214.49
20060,77.46
8258N,1362.16
6926U,310.24
3690P,182.66
77466,7437.14
7999E,4637.74
87201,183.87
65604,144.78
80049,799.52
90238,394.84
2158T,296.76
2218S,329.72
47761,246.88
9216Y,6342.19
34300,105.08
18729,278.67
32246,384.52
3138W,6478.98
60779,242.47
79161,211.09
5670L,139.02
42617,380.32
81532,306.23
2612Q,225.02
63783,266.07
6912S,344.04
7526H,492.65
2427E,9076.47
4507M,480.81
6120C,448.82
95457,428.34
58518,229.34
3963C,942.89
19394,168.86
8120G,487.42
73024,3208.3
67687,390.04
88955,177.52
12585,59.35
85339,3698.12
1494M,231.16
62020,194.3
98193,137.92
92006,398.18
19098,486.7
8913Z,5904.09
84937,318.93
72464,123.31
39308,476.3
10649,139.74
21179,5197.67
72402,353.62
9911Y,439.89
76992,225.83
7635T,416.48
7304E,139.99
95445,346.11
3281K,434.11
3138I,125.48
5901C,435.03
63849,393.56
2200G,201.25
56996,9173.85
4803H,459.59
6684X,257.72
7289U,258.88
67816,71.11
1836Q,136.58
45767,1651.64
87870,5534.95
4693B,6493.89
40085,187.17
5349G,210.51
43182,97.44
5918D,208.32
79239,357.87
9272M,151.78
7335M,124.42
2531G,282.64
36851,315.61
60107,4431.98
5564H,318.26
3313U,4294.48
2068U,84.86
82406,3848.46
2711E,410.32
20186,309.38
2370I,324.35
5766U,237.97
66501,99.2
67132,166.1
1926T,318.98
30852,488.14
9779K,120.66
49771,166.44
77068,273.11
9967P,147.81
51637,202.19
6159A,2484.76
3034K,390.19
13004,246.64
7832S,219.23
8434N,55.36
3914G,98.21
12755,368.59
80481,229.49
4499N,360.79
94997,7958.45
5937O,398.82
49613,238.48
59413,902.71
76935,73.46
8327U,418.48
40679,417.39
69523,154.85
3926K,139.82
8454G,283.3
1472X,2384.02
6522I,110.8
43041,275.08
24995,4438.93
6218Z,55.47
24498,374.35
1484I,189.18
64055,336.68
21153,399.97
3511Q,9159.8
4592X,9709.04
3354A,2777.67
89415,139.84
24734,149.77
71600,371.84
9834L,64.92
9785A,217.71
36792,270.68
59453,471.7
10965,4468.34
25614,2432.17
48074,296.18
96862,354.19
6028W,99.17
23491,1987.28
74011,387.71
21961,387.29
13193,8581.96
30464,249.51
24155,469.64
68270,8676.43
1727E,87.79
77034,458.78
7170K,449.27
62073,110.73
4979L,93.8
48457,127.96
24998,426.42
9389X,1468.94
97328,212.88
45598,4742.6
37776,127.8
39081,447.09
7137L,275.23
75172,252.86
8874B,333.24
9790K,802.5
4779J,1417.98
8777S,232.68
85725,117.41
9061Y,739.73
41693,125.61
72705,110.77
31281,214.39
6148H,112.31
5600A,211.55
9774B,254.13
8100E,386.52
3060C,1479.42
1829J,289.03
7886J,84.88
8303V,331.06
6845T,327.14
82904,464.39
4414O,316.18
71944,197.61
72614,394.02
76022,408.06
1016E,319.99
8652T,236.12
8174A,206.22
9378D,4580.93
75977,415.38
2242H,266.72
93076,435.68
8206F,234.38
85829,245.82
6534I,6065.19
3567F,142.1
3891N,242.01
5109U,200.49
32152,6049.57
7851D,361.39
2410Q,70.25
4859K,270.45
1393U,294.67
57230,226.71
53130,129.89
8963G,166.66
8270E,88.13
4153E,328.65
4643A,241.15
1524C,5087.03
8537V,288.72
3059B,1625.48
7235U,3810.67
1522B,2153.08
77388,6839.82
73732,101.37
2344E,9993.32
3745K,236.34
46647,252.68
88959,4791.04
8939Q,321.77
80986,322.31
6860R,102.44
4889E,856.96
68973,183.75
14790,339.1
39880,278.11
3435X,443.62
7775Q,239.17
81972,250.73
81046,153.97
1920N,1748.65
36595,151.95
47656,116.89
8500I,5531.8
53060,164.86
2357X,9271.26
50826,118.17
9668J,455.94
3635E,5561.69
5347S,373.13
24009,420.83
27393,258.8
77386,95.25
26689,113.66
34048,170.35
8473G,1202.21
26647,7083.54
6179P,376.87
4981O,5464.61
95914,156.19
68931,110.64
9986H,463.99
6870C,74.05
6117E,294.92
10998,448.84
7158B,406.5
8744K,283.7
64112,9608.32
14469,443.37
37219,363.42
55837,462.92
5364J,466.05
21245,252.22
16724,454.5
97075,130.77
6804Y,8647.98
1289D,6909.11
5835I,256.15
6026W,496.06
51209,248.13
29369,291.02
2696D,9035.99
37443,485.65
48648,355.01
60895,120.14
8611E,4259.31
19366,280.89
13855,235.65
7641C,340.03
99430,235.69
5791T,436.24
8139J,163.31
24573,174.86
8322N,468.45
38707,365.41
3600O,2293.1
9870N,7483.39
79750,320.78
10526,199.32
43537,9656.06
58095,459.39
54593,8191.61
9470H,107.28
2958O,163.18
34017,159.56
13219,492.32
6530N,68.47
7247S,50.57
5183O,1751.95
83372,9595.65
4465F,6632.51
14043,303.03
27370,153.07
37357,487.32
98510,376.99
15199,2553.75
6989A,379.76
17152,339.1
81155,419.44
31892,81.14
4983R,80.05
86419,442.46
3263L,150.88
95941,320.95
48883,258.4
6767Z,52.21
62978,277.77
97597,288.46
6903P,265.89
1231E,253.04
53195,332.94
22450,479.03
22085,2080.04
2506D,224.65
2936I,128.61
6519Y,400.89
3939U,420.17
22840,431.39
1640B,4315.85
4055Q,7206.12
40061,455.1
21525,465.27
49419,268.2
42104,170.59
4863X,4839.5
94685,51.94
1037T,204.3
3403F,469.9
38829,288.42
5013C,814.13
9666X,351.08
87695,442.98
1631F,6904.39
68042,386.55
70267,157.84
74396,420.41
20931,5339.18
4377W,284.86
52612,342.44
94987,85.78
24560,316.18
7028N,273.19
1615T,358.38
4077G,77.52
89024,298.61
42850,9972.41
6297F,5271.36
80836,74.95
7659R,356.88
9688C,186.63
53830,432.54
31243,461.13
1828H,107.5
7957V,320.14
78837,269.45
9925V,6164.85
24676,228.59
6976K,252.51
2687J,3901.93
2582I,417.61
9536Y,7531.12
3617R,7849.36
76904,1700.43
2378E,479.2
64805,161.0
36017,3019.34
7383Q,2647.75
8391C,8198.72
2308C,354.99
86428,280.17
92371,360.57
76445,190.29
4207V,252.13
2479I,350.46
6040F,7326.26
9182L,246.55
5696M,308.52
64051,5882.02
7388I,3390.28
94874,115.23
45625,346.53
7955B,282.4
12007,4264.29
7963I,438.0
86692,474.38
9541Z,374.13
4216V,6905.6
23012,208.26
1358R,9304.99
4931O,273.53
5451O,393.44
8494F,1393.53
71007,290.76
57191,239.91
67593,171.39
15093,242.99
6166P,374.36
73347,332.84
55406,435.54
19392,7092.31
33526,219.06
67801,396.76
7563F,220.69
38400,6347.9
5259F,253.12
6952G,167.39
2447W,3147.04
22914,1235.44
6945C,429.57
88335,177.02
4862A,182.45
2220V,327.94
4451P,469.37
30777,419.73
1510A,266.27
8665P,4323.9
43138,178.15
8429X,206.56
16099,6472.4
36258,263.78
64533,386.16
2125U,338.17
4813I,135.19
5857G,306.12
34865,104.45
3912F,367.66
31017,169.71
2041K,117.26
61341,185.08
6536W,67.85
21794,7225.3
26681,1067.04
6856M,5488.1
44685,453.79
19848,392.57
6609X,5132.53
3633G,99.57
43013,863.25
58749,237.07
1419T,262.01
95714,307.29
80999,387.97
50982,334.49
24607,425.98
23903,5367.13
98778,232.7
1214J,228.27
2077K,155.8
9556S,238.86
26047,5223.59
83855,296.53
4222Y,120.93
3763Y,291.94
8575Y,189.88
8460E,283.68
7123U,229.73
6167G,293.56
9414N,197.76
1846B,190.23
28420,192.92
91120,7688.41
1269W,445.87
6371Q,121.65
39936,4202.63
82445,484.4
6330C,339.17
16116,1542.08
33417,52.52
5768R,148.36
45670,347.63
7148G,481.17
86159,136.38
41886,317.41
9009S,72.67
84123,96.15
3909P,248.69
70595,2847.7
28588,467.65
27440,92.96
59217,158.34
6890P,487.33
10347,361.42
75357,72.45
46586,122.23
60308,232.87
7482V,233.5
40930,428.76
5500Z,9424.2
6594Y,252.48
12102,262.11
18711,9778.29
1358N,613.66
3751P,138.95
21350,68.86
2914X,7743.26
84808,204.56
4241V,305.2
98705,313.07
29280,142.86
3330P,1688.16
37548,9579.18
3330R,465.19
7766U,439.5
3565H,100.36
50738,487.37
1129U,318.15
55977,5828.33
4120I,119.67
58593,224.69
84307,314.56
13326,240.17
13735,371.72
3109F,364.48
29908,73.18
5474P,468.99
4822Y,1615.46
70883,2266.7
15818,405.04
42568,8524.93
1100W,406.36
8019M,123.34
1902U,4531.98
8164U,3407.1
8291M,183.36
9511V,70.97
11719,2263.1
3443K,74.79
4568F,336.19
34122,398.86
2006K,5953.14
9739K,138.53
59100,9118.32
2154I,499.46
2467P,161.63
4550K,321.32
5858S,101.4
12767,411.75
2770F,122.42
99526,60.37
38507,7569.5
37630,1000.5
53703,152.29
86440,378.89
8549Z,2063.74
3155R,9725.84
77384,3873.9
31427,80.89
5400C,390.42
45016,123.86
70219,8258.18
89947,310.43
68646,1569.53
7795G,8004.56
3090H,464.02
16227,2755.09
4228O,390.81
2344X,230.64
9850F,453.0
47061,456.96
95658,278.36
78319,242.0
7092J,83.36
5007V,235.79
98198,475.38
4237T,5460.17
6592P,409.43
6166A,452.19
7871C,243.96
93821,1807.8
3386L,492.5
3966S,351.96
5375F,330.3
8997Z,195.14
2038G,475.91
2535P,225.89
9318D,337.18
1873R,497.15
88997,1132.33
7297C,323.03
71467,5413.39
92827,437.51
94712,397.22
13802,406.58
3922P,1299.12
31952,340.74
4135P,150.6
2890X,4351.67
9149D,9194.12
9758U,437.81
5512Z,281.66
39314,164.83
3739W,247.15
83699,9147.18
1143C,413.37
85412,6261.63
61515,270.28
60985,462.46
83429,489.17
1433Q,154.1
20370,129.01
50200,91.91
10909,166.13
81941,4435.26
3412N,187.8
7559O,463.98
5337W,466.27
2373K,345.97
1480X,221.99
26236,364.02
2393M,377.17
81632,107.73
5997X,9208.74
49879,2223.52
6272Z,8899.69
20127,84.04
6810N,102.81
6021W,3849.04
82446,373.13
1763T,293.93
50875,5048.97
10869,308.3
5327R,464.97
15354,345.89
8951E,337.97
63056,9404.83
7833I,420.67
7830P,238.62
82026,8557.08
5580Q,8269.81
90848,308.5
6962D,2843.44
7625G,383.38
4939X,281.9
2186A,5341.06
6589D,5467.94
84635,331.64
76365,4280.85
20573,7129.43
6817U,488.18
4513Z,368.96
79735,178.15
3654H,99.19
6131H,377.13
2948Q,499.22
12909,183.17
6445A,212.68
83967,271.78
11643,96.21
7444N,161.14
5840M,654.61
3838V,5065.87
5128L,8928.1
96113,451.35
3063X,69.51
3310R,55.53
4725Z,137.65
9940C,2191.58
80083,143.52
18606,415.41
85134,52.74
58253,405.14
5589M,203.82
13033,146.21
3983V,8904.65
24786,403.19
42172,485.41
1141U,978.48
3929B,374.66
5422L,379.04
6585A,139.14
65978,86.44
2895V,154.35
42014,295.75
7358F,323.22
3324P,85.39
21387,1570.46
86920,435.84
18290,54.93
5215P,116.4
27532,4304.96
92989,1970.55
7823F,393.65
4941K,98.93
93574,9603.43
60554,6993.97
7658H,354.07
65620,132.76
4640T,187.54
54353,74.08
4834V,3592.14
58163,452.94
89308,366.76
4165A,371.41
78138,380.26
12669,8898.37
5678Z,141.39
7081A,78.87
11741,8968.48
65307,615.29
73727,301.4
77721,446.15
6769R,123.11
56271,194.2
26992,123.51
47828,423.15
49416,2937.5
64165,107.52
7182C,497.22
4292D,4550.54
45542,949.45
4633Y,233.82
5209D,59.59
35747,239.85
7731U,209.5
1809X,490.53
26943,161.82
4587H,5066.19
19896,3357.05
5591I,327.08
6822J,2800.34
1401F,399.74
2137W,1626.21
3353H,310.54
7259X,5380.84
24702,6527.18
90396,136.08
21288,5749.04
2791O,146.21
20851,268.09
2422C,307.93
28075,218.73
33100,4695.99
7339V,477.48
20724,219.92
64809,482.72
8899T,246.8
67484,154.32
3797X,401.24
38731,251.57
3011J,7931.96
6030C,5688.47
4571N,326.62
54488,183.82
68467,437.51
7700R,456.42
4977Y,3166.32
6160B,311.96
51993,243.57
5421V,190.14
3943I,8750.54
5482W,339.89
1519G,1096.48
64132,93.99
84640,220.38
26977,75.59
44207,9055.97
1051C,488.09
69491,374.04
7139W,2445.64
30337,93.34
45035,1183.95
3616L,402.31
60787,304.0
2699P,424.65
1825K,303.46
6260G,185.14
50009,443.25
50903,417.23
89832,52.03
41891,3109.96
6513Y,61.59
1177O,1960.61
3591D,271.2
3750I,391.58
9200V,4516.67
78811,232.45
8808R,421.54
11749,8239.81
9118B,218.89
28218,359.81
19498,2352.05
42618,247.17
9867F,208.39
2883H,645.69
2494C,6362.06
58326,364.51
24783,378.95
94789,6733.87
3471M,343.74
1541V,412.6
3193O,251.5
83725,443.91
97198,282.32
8881J,385.19
1489I,111.1
9497C,284.96
6737F,308.15
7101M,330.8
45951,160.73
2808B,193.9
3978I,467.48
4690E,326.06
53950,87.74
16932,8800.61
7657H,284.0
72843,213.5
52978,60.23
3403U,5133.75
35665,60.4
23645,2461.32
70591,5972.15
7691Z,146.37
89100,302.71
29839,6308.89
52974,3520.37
4504W,101.26
97803,8137.42
89708,168.57
20321,395.48
3015P,498.09
8528H,207.82
19661,6917.36
33318,316.71
4409R,254.78
8510X,2378.75
9259D,252.82
45249,208.45
97293,3840.06
87848,269.13
9787G,197.69
94931,381.28
37945,473.92
52130,458.63
74468,167.84
2970U,2438.73
8096Z,68.72
9072L,145.53
59444,6490.44
40996,497.42
7652T,8435.49
4280N,4336.54
22761,5433.95
2623V,238.03
6805X,87.14
1271W,444.75
69660,304.63
10119,135.2
9390C,8193.32
99281,309.6
60469,237.34
22295,79.76
5070O,374.49
8536E,219.58
91243,8896.89
9501Q,496.91
6209O,5152.33
44435,72.97
99640,475.5
84569,420.54
17134,98.47
21230,78.14
3446J,263.86
7719M,293.54
2796A,221.02
45626,198.25
5447I,106.12
81762,244.07
42789,127.58
77829,293.24
31412,454.19
8608S,3976.21
5007N,226.0
76482,298.61
17775,86.2
45369,237.71
8345K,392.6
7278B,2509.62
7353T,2077.87
20130,442.75
7077Y,92.35
6474I,389.29
9929Z,410.29
2715L,4108.95
1654U,104.19
38490,9228.49
11279,5458.51
3448C,371.19
6569Z,130.92
1362I,270.92
8379W,306.49
62160,468.3
4784Z,491.94
95702,391.8
12355,418.54
1122N,310.73
1616Y,126.73
99363,118.53
95228,285.53
72206,8711.93
15809,178.98
60881,378.66
94218,303.07
5920A,55.46
65166,9884.74
28281,381.63
8625L,160.66
2881V,7608.1
5723G,8270.93
8437K,9038.66
2126R,440.8
89596,455.15
7352A,6512.5
1842H,3411.9
27691,64.88
31963,3769.56
37483,120.75
12436,184.78
8395E,2579.06
3383K,366.53
33546,106.75
9207D,903.24
2030Y,4928.15
4633M,464.89
4852L,7189.61
9771Y,218.23
17435,4609.14
49279,379.94
2424A,3516.23
7890A,179.72
2465M,277.21
5664R,460.47
2253A,262.92
5600J,2047.2
79092,248.3
1223O,306.64
64291,9030.95
69058,439.93
35258,369.14
9441J,328.58
2067I,244.91
8892I,392.84
1487O,2565.2
28566,4843.41
3095J,229.52
37666,324.82
8719C,314.16
8137M,213.18
5497L,6216.75
90226,414.02
5618P,7055.07
67443,6631.87
54644,138.71
76563,2048.52
5458F,9349.52
8160O,8591.05
34509,241.98
5869F,435.93
88081,381.64
5919S,350.15
3841K,317.95
6252G,401.83
9955M,274.58
47709,5028.37
3262P,102.69
56540,5944.93
2716B,9207.75
4340V,147.58
4450A,428.71
66037,274.39
8834P,66.69
1786K,127.1
88693,364.28
26950,421.32
1901H,414.9
15290,85.96
8789N,337.02
56942,316.61
6450N,335.83
2753X,294.12
3120Z,1000.29
25804,128.4
3615Y,136.29
2318E,57.76
1864O,166.4
3374S,358.18
5942G,403.43
7112F,3426.05
31653,9448.92
2646F,65.31
85881,8079.7
66683,257.15
65165,258.92
57832,85.99
25386,415.75
25369,5682.12
8438M,421.08
19249,289.8
86155,275.75
1153Z,5715.51
30566,214.3
2793A,935.02
3283Q,6948.19
69804,9354.71
45871,4099.42
56714,413.61
1115U,6544.14
4833M,6402.69
59074,173.25
4727Z,1258.65
4818J,388.47
27973,5722.09
4787P,452.71
99568,343.15
3040Y,353.91
90220,1082.72
40297,109.82
30990,99.9
73391,201.54
19352,286.05
5271B,2480.26
9177R,369.72
16535,481.05
53852,7917.63
5808W,56.45
42267,361.87
64231,190.19
8873U,228.95
1224L,294.56
55616,58.88
71330,438.97
2743P,83.37
72480,260.56
26094,143.06
3765U,424.56
3772N,135.82
1338T,438.01
7358D,428.88
12444,476.22
9549V,5791.4
7822Y,440.68
7669T,6010.01
1986T,121.43
64701,362.7
7022N,53.72
2405Y,164.74
69585,125.43
5886B,241.87
8583Z,221.03
3768M,374.4
6990W,451.09
73780,116.99
40003,7772.71
2987U,202.37
46542,9224.22
4186F,301.54
2553Y,8881.63
36827,382.18
56454,397.55
6082D,366.7
5540C,468.94
8125M,496.93
1315S,499.33
21882,467.65
10845,450.86
4337A,202.78
31752,9221.43
4819O,81.32
83370,380.79
51847,368.44
2274I,4328.98
6635Z,222.63
3099P,1868.47
9351M,451.53
9870M,2535.12
56550,197.83
60417,257.09
63277,447.16
84582,4632.47
1368H,317.73
41753,77.09
1681Z,326.83
1559M,711.67
5588P,466.67
5978E,431.89
6674H,412.1
45466,61.72
9188W,442.67
42083,6239.09
4292M,231.27
11046,211.18
2999D,229.77
8580T,247.22
95000,404.72
91843,1640.12
5034F,383.13
1937J,251.04
83689,420.1
95123,4229.78
27724,327.41
96955,477.2
91497,426.08
3860U,8241.67
34917,365.13
2471U,221.35
2274C,69.68
2456J,331.27
45944,355.92
1071Y,116.06
15455,8356.54
1300B,361.38
2600S,128.37
6267E,404.32
84571,4379.61
27507,233.01
97130,181.49
45131,468.99
87704,73.11
2761Q,421.5
22401,169.54
38403,131.75
3584L,143.56
8999M,69.08
7792A,2631.54
5798P,440.5
7312N,65.41
5146K,211.49
4540I,1311.01
9302G,225.97
51254,387.49
62693,6724.15
5104Q,434.69
60221,8840.74
5426A,6782.01
5901K,227.92
4095I,397.05
11763,352.94
4183Z,265.85
92372,109.04
7144A,118.35
92558,9129.61
5723R,310.28
8145Q,9285.4
9723G,275.96
57098,2814.97
6354J,69.29
17461,846.61
57260,94.04
7615M,4749.42
40144,384.71
40872,342.58
40484,2279.33
58113,92.68
8387Y,346.72
58467,494.78
88279,215.05
3904A,381.59
92727,8346.14
44339,464.62
88276,395.09
8367R,8307.08
20785,318.12
8379E,265.42
56339,131.66
22210,153.26
5138E,390.23
3023K,87.16
14272,217.41
60178,215.97
28202,253.84
7671C,5439.77
66197,105.31
8618K,357.06
5072L,367.14
1122R,85.87
3137T,9642.04
5888H,146.87
5928D,156.57
1653C,222.43
6494D,363.55
72749,8160.82
47551,646.5
83300,306.15
47086,222.13
86293,6850.77
23610,369.08
60709,156.73
9499D,351.55
3134M,326.35
8874E,264.24
9909B,67.59
3988V,279.86
24086,6252.02
67377,8019.06
8750Z,3752.67
3560B,155.47
63616,110.53
1657J,124.4
7667I,456.61
2810V,305.6
74525,78.61
8436P,449.87
41808,164.94
12760,89.96
4616A,2013.75
45245,482.86
7125H,139.87
7448D,2083.31
49115,160.46
23947,210.32
8174D,7866.22
2039E,3747.16
41451,9732.32
93384,8182.95
6125G,369.55
6708I,262.15
7429M,132.1
4069C,5702.5
4907J,428.03
90997,288.72
33994,156.14
72767,8126.86
2810A,112.14
9580R,379.58
83909,198.77
26780,9728.4
82711,9869.05
10878,7512.72
96829,474.88
9277L,210.06
1832M,934.51
30200,382.06
6207Q,437.71
86072,417.93
25137,413.78
8520S,7754.36
